codigo_ncm,descricao_ncm
07123900,"Produtos do reino vegetal - Produtos hortícolas, plantas, raízes e tubérculos, comestíveis. - Produtos hortícolas secos, mesmo cortados em pedaços ou fatias, ou ainda triturados ou em pó, mas sem qualquer outro preparo. - -- Outros"
85447010,"Máquinas e aparelhos, material elétrico, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios. - Fios, cabos (incluindo os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluindo os envernizados ou oxidados anodicamente), mesmo com peças de conexão; cabos de fibras ópticas, constituídos por fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão. - Com revestimento externo de material dielétrico"
69072100,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; produtos cerâmicos; vidro e suas obras - Produtos cerâmicos. - Ladrilhos e placas (lajes), para pavimentação ou revestimento, de cerâmica; cubos, pastilhas e artigos semelhantes, para mosaicos, de cerâmica, mesmo com suporte; peças de acabamento, de cerâmica. - -- Com um coeficiente de absorção de água, em peso, não superior a 0,5 %"
29039916,Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Derivados halogenados dos hidrocarbonetos. - Cloreto de benzilideno
84829900,"Máquinas e aparelhos, material elétrico, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes. - Rolamentos de esferas, de roletes ou de agulhas. - Outs.Partes D/Rolamentos"
90184991,"Instrumentos e aparelhos de óptica, fotografia ou cinematografia, medida, controle ou de precisão; instrumentos e aparelhos medico-cirúrgicos; relogios e aparelhos semelhantes; instrumentos musicais; suas partes e acessórios - Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios. - Instrumentos e aparelhos para medicina, cirurgia, odontologia e veterinária, incluindo os aparelhos para cintilografia e outros aparelhos eletromédicos, bem como os aparelhos para testes visuais. - Para desenho e construção de peças cerâmicas para restaurações dentárias, computadorizados"
79060000,"Metais comuns e suas obras - Zinco e suas obras. - Tubos e seus acessórios [p ex: uniões cotovelos - Tubos E Seus Acess.(Unioes,Luvas,Etc)Zinco"
87149900,"Material de transporte - Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios. - Partes e acessórios dos veículos das posições 87.11 a 87.13. - Outs.Partes/Aces.P/Bicicletas E Outs.Ciclos"
70022000,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; produtos cerâmicos; vidro e suas obras - Vidro e suas obras. - Vidro em esferas (exceto as microsferas da posição 70.18), barras, varetas ou tubos, não trabalhado. - - Barras ou varetas"
52051310,"Matérias têxteis e suas obras - Algodão. - Fios de algodão (exceto linhas para costurar) que contenham pelo menos 85 %, em peso, de algodão, não acondicionados para venda a retalho. - Crus"
29319046,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Outros compostos organo-inorgânicos. - Sais de dimetil-estanho, de dibutil-estanho e de dioctil-estanho, dos ácidos carboxílicos ou tioglicólicos e de seus ésteres"
52113100,"Matérias têxteis e suas obras - Algodão. - Tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, de peso superior a 200 g/m2. - -- Em ponto de tafetá"
38029010,"Produtos das indústrias químicas ou das indústrias conexas - Produtos diversos das indústrias químicas. - Carvões ativados; matérias minerais naturais ativadas; negros de origem animal, incluindo o negro animal esgotado. - Farinhas siliciosas fósseis"
30021216,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Sangue humano; sangue animal preparado para usos terapêuticos, profiláticos ou de diagnóstico; antissoros, outras frações do sangue e produtos imunológicos, mesmo modificados ou obtidos por via biotecnológica; vacinas, toxinas, culturas de microrganismos (exceto leveduras) e produtos semelhantes; culturas de células, mesmo modificadas. - Polivalentes"
29242951,Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Bromoprida
96020020,Mercadorias e produtos diversos - Obras diversas. - NÃO INFORMADO - Colmeias artificiais
96050000,"Mercadorias e produtos diversos - Obras diversas. - NÃO INFORMADO - Conjuntos de viagem para toucador de pessoas, para costura ou para limpeza de calçado ou de roupa."
62034200,"Matérias têxteis e suas obras - Vestuário e seus acessórios, exceto de malha. - Ternos (Fatos*), conjuntos, paletós (casacos*), calças, jardineiras, bermudas eshorts(calções) (exceto de banho), de uso masculino. - -- De algodão"
29394100,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Alcaloides, naturais ou reproduzidos por síntese, seus sais, éteres, ésteres e outros derivados. - -- Efedrina e seus sais"
38247420,"Produtos das indústrias químicas ou das indústrias conexas - Produtos diversos das indústrias químicas. - Aglutinantes preparados para moldes ou para núcleos de fundição; produtos químicos e preparações das indústrias químicas ou das indústrias conexas (incluindo os constituídos por misturas de produtos naturais), não especificados nem compreendidos noutras posições. - Que contenham clorodifluorometano e clorotetrafluoroetano"
29242969,Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - Outros
51122010,"Matérias têxteis e suas obras - Lã, pelos finos ou grosseiros; fios e tecidos de crina. - Tecidos de lã penteada ou de pelos finos penteados. - De lã"
74192000,"Metais comuns e suas obras - Cobre e suas obras. - Outras obras de cobre. - - Vazadas, moldadas, estampadas ou forjadas, mas não trabalhadas de outro modo"
85171100,"Máquinas e aparelhos, material elétrico, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios. - Aparelhos telefônicos, incluindo os telefones inteligentes (smartphones) e outros telefones para redes celulares ou para outras redes sem fio; outros aparelhos para a transmissão ou recepção de voz, imagens ou outros dados, incluindo os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área e - -- Aparelhos telefônicos por fio com unidade auscultador-microfone sem fio"
90279091,"Instrumentos e aparelhos de óptica, fotografia ou cinematografia, medida, controle ou de precisão; instrumentos e aparelhos medico-cirúrgicos; relogios e aparelhos semelhantes; instrumentos musicais; suas partes e acessórios - Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios. - Instrumentos e aparelhos para análises físicas ou químicas (por exemplo, polarímetros, refratômetros, espectrômetros, analisadores de gás ou de fumaça (fumos)); instrumentos e aparelhos para ensaios de viscosidade, porosidade, dilatação, tensão superficial ou semelhantes ou para medidas calorimétricas, acústicas ou fotométricas (incluindo os indica - De espectrômetros e espectrógrafos, de emissão atômica"
14041000,"Produtos do reino vegetal - Matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos noutros Capítulos. - Produtos vegetais não especificados nem compreendidos noutras posições. - Materias-Primas Veg.Utiliz.Em Tint.Ou Curt."
68151300,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; produtos cerâmicos; vidro e suas obras - Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes. - Obras de pedra ou de outras matérias minerais (incluindo as fibras de carbono, as obras destas matérias e as de turfa), não especificadas nem compreendidas noutras posições. - -- Outras obras de fibras de carbono"
51081000,"Matérias têxteis e suas obras - Lã, pelos finos ou grosseiros; fios e tecidos de crina. - Fios de pelos finos, cardados ou penteados, não acondicionados para venda a retalho. - - Cardados"
29303019,Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Tiocompostos orgânicos. - Outros
39069045,"Plásticos e suas obras; borrachas e suas obras - Plástico e suas obras. - Polímeros acrílicos, em formas primárias. - Copolímero de poli(acrilato de potássio) e poli(acrilamida), com capacidade de absorção de água destilada de até quatrocentas vezes seu próprio peso"
29051430,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Álcoolter-butílico (2-metil-2-propanol)"
55129990,"Matérias têxteis e suas obras - Fibras sintéticas ou artificiais, descontínuas. - Tecidos de fibras sintéticas descontínuas, que contenham pelo menos 85 %, em peso, destas fibras. - Outros"
30043918,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - Triptorelina ou seus sais"
70131000,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; produtos cerâmicos; vidro e suas obras - Vidro e suas obras. - Objetos de vidro para serviço de mesa, cozinha, toucador, escritório, ornamentação de interiores ou usos semelhantes (exceto os das posições 70.10 ou 70.18). - - Objetos de vitrocerâmica"
29371910,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Hormônios, prostaglandinas, tromboxanas e leucotrienos, naturais ou reproduzidos por síntese; seus derivados e análogos estruturais, incluindo os polipeptídios de cadeia modificada, utilizados principalmente como hormônios. - ACTH (corticotropina)"
51123010,"Matérias têxteis e suas obras - Lã, pelos finos ou grosseiros; fios e tecidos de crina. - Tecidos de lã penteada ou de pelos finos penteados. - De lã"
90301010,"Instrumentos e aparelhos de óptica, fotografia ou cinematografia, medida, controle ou de precisão; instrumentos e aparelhos medico-cirúrgicos; relogios e aparelhos semelhantes; instrumentos musicais; suas partes e acessórios - Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios. - Osciloscópios, analisadores de espectro e outros instrumentos e aparelhos para medida ou controle de grandezas elétricas; instrumentos e aparelhos para medida ou detecção de radiações alfa, beta, gama, X, cósmicas ou outras radiações ionizantes. - Medidores de radioatividade"
84433191,"Máquinas e aparelhos, material elétrico, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes. - Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Com impressão por sistema térmico"
23065000,"Produtos das indústrias alimentares;bebidas, líquidos alcoólicos e vinagres;fumo (tabaco) e seus sucedâneos manufaturados - Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. - Tortas (bagaços) e outros resíduos sólidos, mesmo triturados ou empellets, da extração de gorduras ou óleos vegetais ou de origem microbiana, exceto os das posições 23.04 ou 23.05. - - De coco ou de copra"
89061000,"Material de transporte - Embarcações e estruturas flutuantes. - Outras embarcações, incluindo os navios de guerra e os barcos salva-vidas, exceto os barcos a remos. - - Navios de guerra"
58109900,"Matérias têxteis e suas obras - Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados. - Bordados em peça, em tiras ou em motivos. - -- De outras matérias têxteis"
38249977,"Produtos das indústrias químicas ou das indústrias conexas - Produtos diversos das indústrias químicas. - Aglutinantes preparados para moldes ou para núcleos de fundição; produtos químicos e preparações das indústrias químicas ou das indústrias conexas (incluindo os constituídos por misturas de produtos naturais), não especificados nem compreendidos noutras posições. - Adubos (fertilizantes) foliares que contenham zinco ou manganês"
29335993,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Metaqualona (""Methaqualone"") E Seus Sais"
29372370,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Hormônios, prostaglandinas, tromboxanas e leucotrienos, naturais ou reproduzidos por síntese; seus derivados e análogos estruturais, incluindo os polipeptídios de cadeia modificada, utilizados principalmente como hormônios. - Linestrenol"
48062000,"Pastas de madeira ou de outras matérias fibrosas celulósicas; desperdícios e aparas de papel ou de cartão; papel e suas obras - Papel e cartão; obras de pasta de celulose, papel ou de cartão. - Papel-pergaminho e cartão-pergaminho (sulfurizados), papel impermeável a gorduras, papel vegetal, papel cristal e outro papel calandrado transparente ou translúcido, em rolos ou em folhas. - - Papel impermeável a gorduras"
87031000,"Material de transporte - Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios. - Automóveis de passageiros e outros veículos automóveis principalmente concebidos para transporte de pessoas (exceto os da posição 87.02), incluindo os veículos de uso misto (station wagons) e os automóveis de corrida. - - Veículos especialmente concebidos para se deslocar sobre a neve; veículos especiais para transporte de pessoas nos campos de golfe e veículos semelhantes"
51130013,"Matérias têxteis e suas obras - Lã, pelos finos ou grosseiros; fios e tecidos de crina. - NÃO INFORMADO - Que contenham menos de 85 %, em peso, de pelos grosseiros e que não contenham algodão"
85171231,"Máquinas e aparelhos, material elétrico, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios. - Aparelhos telefônicos, incluindo os telefones inteligentes (smartphones) e outros telefones para redes celulares ou para outras redes sem fio; outros aparelhos para a transmissão ou recepção de voz, imagens ou outros dados, incluindo os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área e - Portáteis"
29052210,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Linalol"
84198110,"Máquinas e aparelhos, material elétrico, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes. - Aparelhos, dispositivos ou equipamentos de laboratório, mesmo aquecidos eletricamente (exceto os fornos e outros aparelhos da posição 85.14), para tratamento de matérias por meio de operações que impliquem mudança de temperatura, tais como aquecimento, cozimento, torrefação, destilação, retificação, esterilização, pasteurização, estufagem, secagem, - Autoclaves"
29163400,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - -- Ácido fenilacético e seus sais"
29319033,Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Outros compostos organo-inorgânicos. - Etidronato dissódico
03036954,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Peixes congelados, exceto os filés (filetes) de peixes e outra carne de peixes da posição 03.04. - Trairas Congeladas"
61019000,"Matérias têxteis e suas obras - Vestuário e seus acessórios, de malha. - Sobretudos, japonas, gabões, capas, anoraques, casacos (blusões*) e semelhantes, de malha, de uso masculino, exceto os artigos da posição 61.03. - Casacos/Seml.Mal.Masc.Exc.6103 Outs.Mat.Tex"
41042211,"Peles, couros, peleteria (peles com pêlo*) e obras destas matérias; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa - Peles, exceto as peles com pelo, e couros. - Couros e peles curtidos oucrust, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo. - Cour.Pel.Bov.Curt.Cromo,Umid.Int.Meio,N/Div"
85271900,"Máquinas e aparelhos, material elétrico, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios. - Aparelhos receptores para radiodifusão, mesmo combinados num mesmo invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio. - -- Outros"
55169300,"Matérias têxteis e suas obras - Fibras sintéticas ou artificiais, descontínuas. - Tecidos de fibras artificiais descontínuas. - -- De fios de diversas cores"
30033923,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho. - Sais de insulina"
85405010,"Máquinas e aparelhos, material elétrico, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios. - Lâmpadas, tubos e válvulas, eletrônicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo, lâmpadas, tubos e válvulas, de vácuo, de vapor ou de gás, ampolas retificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmeras de televisão), exceto os da posição 85.39. - Tub.D/Vis.Dad.Graf.Preto,Branc.Tela<35,56cm"
01061200,"Animais vivos e produtos do reino animal - Animais vivos. - Outros animais vivos. - -- Baleias, golfinhos e botos (mamíferos da ordem Cetacea); peixes-boi (manatins) e dugongos (mamíferos da ordem Sirenia); otárias e focas, leões-marinhos e morsas (mamíferos da subordem Pinnipedia)"
29034939,Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Derivados halogenados dos hidrocarbonetos. - Outs.Bromoclorotrifluoretanos
44014000,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Lenha em qualquer forma; madeira em estilhas ou em partículas; serragem (serradura), desperdícios e resíduos, de madeira, mesmo aglomerados em toras (toros), briquetes,pelletsou em formas semelhantes. - - Serragem (serradura), desperdícios e resíduos, de madeira, não aglomerados"
29349942,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Ácidos nucleicos e seus sais, de constituição química definida ou não; outros compostos heterocíclicos. - Ácido 6-aminopenicilânico"
29335111,Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Amobarbital E Seus Sais
03033300,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Peixes congelados, exceto os filés (filetes) de peixes e outra carne de peixes da posição 03.04. - -- Linguados (Soleaspp.)"
61119090,"Matérias têxteis e suas obras - Vestuário e seus acessórios, de malha. - Vestuário e seus acessórios, de malha, para bebês. - Outros"
29319075,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Outros compostos organo-inorgânicos. - Hidrogênio alquil(de C1 a C3)fosfonitos de ÝO-2-(dialquil(de C1 a C3)amino)etila , seus ésteres de O-alquila (de até C10, incluindo os cicloalquila); sais alquilados ou protonados destes produtos"
85176219,"Máquinas e aparelhos, material elétrico, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios. - Aparelhos telefônicos, incluindo os telefones inteligentes (smartphones) e outros telefones para redes celulares ou para outras redes sem fio; outros aparelhos para a transmissão ou recepção de voz, imagens ou outros dados, incluindo os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área e - Outros"
85053000,"Máquinas e aparelhos, material elétrico, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios. - Eletroímãs; ímãs permanentes e artigos destinados a tornarem-se ímãs permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou eletromagnéticos, de fixação; acoplamentos, embreagens, variadores de velocidade e freios (travões), eletromagnéticos; cabeças de elevação eletromagnéticas. - Cabecas Elevacao Eletromagneticas"
68129990,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; produtos cerâmicos; vidro e suas obras - Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes. - Amianto trabalhado, em fibras; misturas à base de amianto ou à base de amianto e carbonato de magnésio; obras destas misturas ou de amianto (por exemplo, fios, tecidos, vestuário, chapéus e artigos de uso semelhante, calçado, juntas), mesmo armadas, exceto as das posições 68.11 ou 68.13. - Outras"
29241091,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Compostos de função carboxiamida; compostos de função amida do ácido carbônico. - N,N'-Dimetilureia"
84733091,"Máquinas e aparelhos, material elétrico, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes. - Partes e acessórios (exceto estojos, capas e semelhantes) reconhecíveis como exclusiva ou principalmente destinados às máquinas ou aparelhos das posições 84.70 a 84.72. - Tela P/Microcomputs.Portateis,Monocromatica"
38249037,"Produtos das indústrias químicas ou das indústrias conexas - Produtos diversos das indústrias químicas. - Aglutinantes preparados para moldes ou para núcleos de fundição; produtos químicos e preparações das indústrias químicas ou das indústrias conexas (incluindo os constituídos por misturas de produtos naturais), não especificados nem compreendidos noutras posições. - Reticulantes P/Silicone"
40119111,"Plásticos e suas obras; borrachas e suas obras - Borracha e suas obras. - Pneumáticos novos, de borracha. - Pneus P/8429/30,847910,Esp.Peixe,L>=45"",D>=45"""
36032000,"Produtos das indústrias químicas ou das indústrias conexas - Pólvoras e explosivos; artigos de pirotecnia; fósforos; ligas pirofóricas; matérias inflamáveis. - Estopins e rastilhos, de segurança; cordéis (cordões) detonantes; escorvas e cápsulas fulminantes; inflamadores; detonadores elétricos. - - Cordéis (cordões) detonantes"
74072120,"Metais comuns e suas obras - Cobre e suas obras. - Barras e perfis, de cobre. - Perfis"
85252022,"Máquinas e aparelhos, material elétrico, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios. - Aparelhos transmissores (emissores) para radiodifusão ou televisão, mesmo que incorporem um aparelho receptor ou um aparelho de gravação ou de reprodução de som; câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo. - Terminais Portateis De Telefonia Celular"
37031010,"Produtos das indústrias químicas ou das indústrias conexas - Produtos para fotografia e cinematografia. - Papéis, cartões e têxteis, fotográficos, sensibilizados, não impressionados. - Para fotografia a cores (policromo)"
03026820,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Peixes frescos ou refrigerados, exceto os filés (filetes) de peixes e outra carne de peixes da posição 03.04. - MARLONGAS-DO-ANTÁRT.(DISSOST. MAWS.),FRESCAS/REFRIGS."
29202100,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Ésteres dos outros ácidos inorgânicos de não metais (exceto os ésteres de halogenetos de hidrogênio) e seus sais; seus derivados halogenados, sulfonados, nitrados ou nitrosados. - -- Fosfito de dimetila"
84211290,"Máquinas e aparelhos, material elétrico, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes. - Centrifugadores, incluindo os secadores centrífugos; aparelhos para filtrar ou depurar líquidos ou gases. - Outros"
85171229,"Máquinas e aparelhos, material elétrico, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios. - Aparelhos telefônicos, incluindo os telefones inteligentes (smartphones) e outros telefones para redes celulares ou para outras redes sem fio; outros aparelhos para a transmissão ou recepção de voz, imagens ou outros dados, incluindo os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área e - Outros"
41042219,"Peles, couros, peleteria (peles com pêlo*) e obras destas matérias; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa - Peles, exceto as peles com pelo, e couros. - Couros e peles curtidos oucrust, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo. - Outs.Cour.Pel.Curt.Cr.Umid.Int."
48101382,"Pastas de madeira ou de outras matérias fibrosas celulósicas; desperdícios e aparas de papel ou de cartão; papel e suas obras - Papel e cartão; obras de pasta de celulose, papel ou de cartão. - Papel e cartão revestidos de caulim (caulino) ou de outras substâncias inorgânicas numa ou nas duas faces, mesmo com aglutinantes, sem qualquer outro revestimento, mesmo coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão. - Baritados (revestidos de óxido ou sulfato de bário)"
38249969,"Produtos das indústrias químicas ou das indústrias conexas - Produtos diversos das indústrias químicas. - Aglutinantes preparados para moldes ou para núcleos de fundição; produtos químicos e preparações das indústrias químicas ou das indústrias conexas (incluindo os constituídos por misturas de produtos naturais), não especificados nem compreendidos noutras posições. - OUTROS"
29339999,Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos orgânicos. - Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto). - Outros
19053100,"Produtos das indústrias alimentares;bebidas, líquidos alcoólicos e vinagres;fumo (tabaco) e seus sucedâneos manufaturados - Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria. - Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes. - -- Bolachas e biscoitos, adicionados de edulcorantes"
79070010,Metais comuns e suas obras - Zinco e suas obras. - NÃO INFORMADO - Tubos e seus acessórios
33012915,"Produtos das indústrias químicas ou das indústrias conexas - Óleos essenciais e resinoides; produtos de perfumaria ou de toucador preparados e preparações cosméticas. - Óleos essenciais (desterpenados ou não), incluindo os denominados ""concretos"" ou ""absolutos""; resinoides; oleorresinas de extração; soluções concentradas de óleos essenciais em gorduras, em óleos fixos, em ceras ou em matérias análogas, obtidas por tratamento de flores através de substâncias gordas ou por maceração; subprodutos terpênicos residuais - De pau-rosa"
30039046,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho. - Cloridrato de fenilefrina; mirtecaína; propranolol ou seus sais"
