ref,fundam_legal,beneficio,item,codigo_ncm,descricao_ncm,descr_produto,proporcao,ncm,tributos_nfe,valor_nfe
Alíquota de Referência - Demais Produtos,GERAL,-,-,44083910,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Folhas para folheados (incluindo as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, lixadas, unidas pelas bordas ou pelas extremidades, de espessura não superio - Obtidas por corte de madeira estratificada",-,1,44083910,586.97,455484.0699999999
Alíquota de Referência - Demais Produtos,GERAL,-,-,44083920,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Folhas para folheados (incluindo as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, lixadas, unidas pelas bordas ou pelas extremidades, de espessura não superio - Folhas D/Madeira,D/Pau Marfim,Esp.<=6mm",-,1,44083920,0,21666
Alíquota de Referência - Demais Produtos,GERAL,-,-,44083990,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Folhas para folheados (incluindo as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, lixadas, unidas pelas bordas ou pelas extremidades, de espessura não superio - Outs.Madeiras Trop.Fls.P/Comp.Pol.Esp.<6mm",-,1,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,44083991,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Folhas para folheados (incluindo as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, lixadas, unidas pelas bordas ou pelas extremidades, de espessura não superio - De cedro",-,1,44083991,1833.56,171227.27
Alíquota de Referência - Demais Produtos,GERAL,-,-,44083992,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Folhas para folheados (incluindo as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, lixadas, unidas pelas bordas ou pelas extremidades, de espessura não superio - De pau-marfim",-,1,44083992,0,15.8
Alíquota de Referência - Demais Produtos,GERAL,-,-,44083999,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Folhas para folheados (incluindo as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, lixadas, unidas pelas bordas ou pelas extremidades, de espessura não superio - Outras",-,1,44083999,3548.77,97124.37
Alíquota de Referência - Demais Produtos,GERAL,-,-,44089000,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Folhas para folheados (incluindo as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, lixadas, unidas pelas bordas ou pelas extremidades, de espessura não superio - Outs. Mad. Serr. Long. Esp.< 6mm",-,1,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,44089010,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Folhas para folheados (incluindo as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, lixadas, unidas pelas bordas ou pelas extremidades, de espessura não superio - Obtidas por corte de madeira estratificada",-,1,44089010,9932.77,153484.81
Alíquota de Referência - Demais Produtos,GERAL,-,-,44089090,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Folhas para folheados (incluindo as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, lixadas, unidas pelas bordas ou pelas extremidades, de espessura não superio - Outras",-,1,44089090,16354.44,752253.3199999995
Alíquota de Referência - Demais Produtos,GERAL,-,-,44091000,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Madeira (incluindo os tacos e frisos de parquê, não montados) perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada, lixada ou unida pelas extremidades. - - De coníferas",-,1,44091000,30439.75,1851683.290000001
Alíquota de Referência - Demais Produtos,GERAL,-,-,44092000,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Madeira (incluindo os tacos e frisos de parquê, não montados) perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada, lixada ou unida pelas extremidades. - Madeira Perf.Inc.Tacos,Fris.P/Soalhos,N/Con",-,1,44092000,1296.58,6466.589999999999
Alíquota de Referência - Demais Produtos,GERAL,-,-,44092100,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Madeira (incluindo os tacos e frisos de parquê, não montados) perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada, lixada ou unida pelas extremidades. - -- De bambu",-,1,44092100,128119.44,910649.2799999999
Alíquota de Referência - Demais Produtos,GERAL,-,-,44092200,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Madeira (incluindo os tacos e frisos de parquê, não montados) perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada, lixada ou unida pelas extremidades. - -- De madeiras tropicais",-,1,44092200,110740.74,1634593.27
Alíquota de Referência - Demais Produtos,GERAL,-,-,44092900,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Madeira (incluindo os tacos e frisos de parquê, não montados) perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada, lixada ou unida pelas extremidades. - -- Outras",-,1,44092900,288205.83,5710915.66
Alíquota de Referência - Demais Produtos,GERAL,-,-,44101100,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Pain.""Waferboard"" E ""Oriented Strand Board""",-,1,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,44101110,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Em bruto ou simplesmente polidos",-,1,44101110,2428.5,192461.69
Alíquota de Referência - Demais Produtos,GERAL,-,-,44101120,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Paineis D/Mad. C/Papel Impreg. D/Melamina",-,1,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,44101121,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Em ambas as faces, com película protetora na face superior e trabalho de encaixe nas quatro laterais, do tipo utilizado para pisos (pavimentos)",-,1,44101121,207439.2100000001,2114401.01
Alíquota de Referência - Demais Produtos,GERAL,-,-,44101129,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outros",-,1,44101129,12698.36,270530.46
Alíquota de Referência - Demais Produtos,GERAL,-,-,44101190,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outros",-,1,44101190,7391.52,162820.04
Alíquota de Referência - Demais Produtos,GERAL,-,-,44101210,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Em bruto ou simplesmente polidos",-,1,44101210,118739.1,1303415.79
Alíquota de Referência - Demais Produtos,GERAL,-,-,44101290,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outros",-,1,44101290,315.9,12452.75
Alíquota de Referência - Demais Produtos,GERAL,-,-,44101900,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outs.Paineis De Madeiras",-,1,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,44101911,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Em bruto ou simplesmente polidos",-,1,44101911,46.65,6347
Alíquota de Referência - Demais Produtos,GERAL,-,-,44101919,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outros",-,1,44101919,17456.02,95252.43000000001
Alíquota de Referência - Demais Produtos,GERAL,-,-,44101991,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Em bruto ou simplesmente polidos",-,1,44101991,0,3900
Alíquota de Referência - Demais Produtos,GERAL,-,-,44101992,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Recobertos na superfície com papel impregnado de melamina",-,1,44101992,4.819999999999999,381.74
Alíquota de Referência - Demais Produtos,GERAL,-,-,44101999,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outros",-,1,44101999,0,5629.3
Alíquota de Referência - Demais Produtos,GERAL,-,-,44102100,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Pain.""Oriented Strand"",Waferboard,Bruto.Pol.",-,1,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,44102900,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outs.Pain.""Oriented Strand Board"",Waferboard",-,1,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,44103100,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outs.Paineis D/Mad.Em Bruto Ou Simp.Polidos",-,1,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,44103200,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outs.Pain.D/Mad.Rec.Na Sup.C/Pap.Imp.Melamina",-,1,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,44103300,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outs.Pain.D/Mad.Rec.Sup.C/Plac.Fls.Dec.Plast.",-,1,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,44103900,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outros Paineis De Madeira",-,1,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,44109000,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de partículas, painéis denominadosoriented strand board(OSB) e painéis semelhantes (waferboard, por exemplo), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - - Outros",-,1,44109000,1493.61,173995.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,44111100,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Pain.Fib.Mad.Mat.Lenh.N/Trab.Dens.+0,8g/Cm3",-,1,44111100,595,3500
Alíquota de Referência - Demais Produtos,GERAL,-,-,44111210,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Não trabalhados mecanicamente nem recobertos à superfície",-,1,44111210,12583.95,261001.37
Alíquota de Referência - Demais Produtos,GERAL,-,-,44111290,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outros",-,1,44111290,26316.76,661890.5100000001
Alíquota de Referência - Demais Produtos,GERAL,-,-,44111310,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Não trabalhados mecanicamente nem recobertos à superfície",-,1,44111310,42294.75999999999,360161.3
Alíquota de Referência - Demais Produtos,GERAL,-,-,44111390,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outs.Paineis Fibr.Mad.Lenh.Den.>5mm<9mm",-,1,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,44111391,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Recobertos em ambas as faces com papel impregnado de melamina, película protetora na face superior e trabalho de encaixe nas quatro laterais, do tipo utilizado para pisos (pavimentos)",-,1,44111391,281549.27,3565864.67
Alíquota de Referência - Demais Produtos,GERAL,-,-,44111399,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outros",-,1,44111399,640504.1899999998,4571042.909999999
Alíquota de Referência - Demais Produtos,GERAL,-,-,44111410,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Não trabalhados mecanicamente nem recobertos à superfície",-,1,44111410,132994.1199999999,1130709.86
Alíquota de Referência - Demais Produtos,GERAL,-,-,44111490,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outros",-,1,44111490,4662538.15,31098569.97
Alíquota de Referência - Demais Produtos,GERAL,-,-,44111900,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outs.Pains.D/Fibras D/Mad.,Dens.>0.8g/Cm3",-,1,44111900,0,120769.13
Alíquota de Referência - Demais Produtos,GERAL,-,-,44112100,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Pain.Fib.Mad.,N/Trab.Mecan.0.5<D<=0.8g/Cm3",-,1,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,44112900,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outs.Pain.Fib.Mad.,Lenh.Den.+0,5,-0,8g/Cm3",-,1,44112900,0,148.72
Alíquota de Referência - Demais Produtos,GERAL,-,-,44113100,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Pain.Fib.Mad.N/Trab.Mecan.0.35<D<=0.5g/Cm3",-,1,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,44113900,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outs.Pain.Fib.Mad.Lenh.Dens.+0,35,-05g/Cm3",-,1,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,44119100,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outs.Pain.Fib.Mad.Ou Lenh.N/Trab.Mec.N/Rec.",-,1,44119100,0,2891.2
Alíquota de Referência - Demais Produtos,GERAL,-,-,44119210,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Não trabalhados mecanicamente nem recobertos à superfície",-,1,44119210,33001.01,484427.73
Alíquota de Referência - Demais Produtos,GERAL,-,-,44119290,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outros",-,1,44119290,33712.64,366734.81
Alíquota de Referência - Demais Produtos,GERAL,-,-,44119310,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Não trabalhados mecanicamente nem recobertos à superfície",-,1,44119310,0,75081
Alíquota de Referência - Demais Produtos,GERAL,-,-,44119390,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outros",-,1,44119390,31603.17,174163.68
Alíquota de Referência - Demais Produtos,GERAL,-,-,44119410,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Não trabalhados mecanicamente nem recobertos à superfície",-,1,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,44119490,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outros",-,1,44119490,837.26,7326.27
Alíquota de Referência - Demais Produtos,GERAL,-,-,44119900,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos. - Outs.Pain.Fib.Madeira Ou Mat.Lenhosas",-,1,44119900,0,15964.66
Alíquota de Referência - Demais Produtos,GERAL,-,-,44121000,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Madeira compensada (contraplacada), madeira folheada, e madeiras estratificadas semelhantes. - - De bambu",-,1,44121000,32378.3,872949.48
Alíquota de Referência - Demais Produtos,GERAL,-,-,44121300,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Madeira compensada (contraplacada), madeira folheada, e madeiras estratificadas semelhantes. - Mad.Compens.C/Face D/Mad.Trop.Espess.<6mm",-,1,44121300,0,5352
Alíquota de Referência - Demais Produtos,GERAL,-,-,44121400,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Madeira compensada (contraplacada), madeira folheada, e madeiras estratificadas semelhantes. - Mad.Compens.C/Face D/Mad.N/Conif.Espess.<6mm",-,1,44121400,74.02000000000001,1903.04
Alíquota de Referência - Demais Produtos,GERAL,-,-,44121900,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Madeira compensada (contraplacada), madeira folheada, e madeiras estratificadas semelhantes. - Outs.Mad.Comp.Folheada,Espess.N/Sup.6mm",-,1,44121900,1.11,490
Alíquota de Referência - Demais Produtos,GERAL,-,-,44122200,"Madeira, carvão vegetal e obras de madeira; cortiça e suas obras; obras de espartaria ou de cestaria - Madeira, carvão vegetal e obras de madeira. - Madeira compensada (contraplacada), madeira folheada, e madeiras estratificadas semelhantes. - Outs.Mad.Comp.,Folh.Face N/Conif.Cam.Tropic.",-,1,-,-,-
